adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/rbsm633lnt3hKHEpk7FOt3dy82a.jpg,"[12, 35, 80]",134,en,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them.",3.9951,/s9foMAcLg8GEzzQzer04qOGdD1k.jpg,2000-08-30,"O Brother, Where Art Thou?",False,7.319,4337
False,/ppdgXQ7rE9Whf3rCzaawQzmLVnx.jpg,"[12, 35, 14, 18]",20312,en,Interstate 60,An aspiring painter meets various characters and learns valuable lessons while traveling across America.,2.7917,/zZQt29qBWLoVVOo8HEFzFYRAgYQ.jpg,2002-04-13,Interstate 60,False,7.394,724
False,/2q3B90h2hZ6xJTvna9CIFDNaIr4.jpg,"[16, 35]",9473,en,"South Park: Bigger, Longer & Uncut","In this feature film based on the hit animated series, the third graders of South Park sneak into an R-rated film by ultra-vulgar Canadian television personalities Terrance and Phillip, and emerge with expanded vocabularies that leave their parents and teachers scandalized. When outraged Americans try to censor the film, the controversy spirals into a call to wage war on Canada and Terrance and Phillip end up on death row, with the kids their only hope of rescue.",3.8507,/tS0PedvA2mFO9VCHYwQpaU1K36U.jpg,1999-06-24,"South Park: Bigger, Longer & Uncut",False,7.277,2795
False,,[99],250833,en,Happiness,"Peyangki is a dreamy and solitary eight-year-old monk living in Laya, a Bhutanese village perched high in the Himalayas. Soon the world will come to him: the village is about to be connected to electricity, and the first television will flicker on before Peyangki's eyes.",0.25,/jnNoa0XybNsGcmJ8KdWnFk6PXfv.jpg,2014-01-17,Happiness,False,6.3,7
False,/osVUxxcXnJd9tqSRZBk4RxVl0As.jpg,[35],1542,en,Office Space,"A depressed white-collar worker tries hypnotherapy, only to find himself in a perpetual state of devil-may-care bliss that prompts him to start living by his own rules, and hatch a hapless attempt to embezzle money from his soul-killing employers.",3.5581,/v7fBXxHZ5WQn2PGgpXhTqHgtcJk.jpg,1999-02-19,Office Space,False,7.376,3162
False,/nuO8o9ltxhI7AZQxePavEZ4TyHa.jpg,"[28, 80, 18]",2034,en,Training Day,"On his first day on the job as a narcotics officer, a rookie cop works with a rogue detective who isn't what he appears.",6.148,/bUeiwBQdupBLQthMCHKV7zv56uv.jpg,2001-10-05,Training Day,False,7.506,6215
False,/asC4h9U7pD72bkYcqzgTB7VJYLy.jpg,"[35, 18]",11545,en,Rushmore,"When a beautiful first-grade teacher arrives at a prep school, she soon attracts the attention of an ambitious teenager named Max, who quickly falls in love with her. Max turns to the father of two of his schoolmates for advice on how to woo the teacher. However, the situation soon gets complicated when Max's new friend becomes involved with her, setting the two pals against one another in a war for her attention.",2.786,/hSJ6swahAuZ8wM96lHDTwQPXUvZ.jpg,1998-12-11,Rushmore,False,7.397,2580
False,/k6xQZq2jkA7xRpvyy2kLWprFwIN.jpg,"[18, 53, 878]",1902,es,Abre los ojos,"A very handsome man finds the love of his life, but he suffers an accident and needs to have his face rebuilt by surgery after it is severely disfigured.",2.6484,/orjSy9xEGI9jxrtodACH04gANmF.jpg,1997-12-19,Open Your Eyes,False,7.457,1105
False,/1Nyjb7aeRKynWgmOl8he5ZcvWLm.jpg,"[35, 18, 14]",492,en,Being John Malkovich,"One day at work, unsuccessful puppeteer Craig finds a portal into the head of actor John Malkovich. The portal soon becomes a passion for anybody who enters its mad and controlling world of overtaking another human body.",6.142,/xVSvIwRNzwXSs0CLefiiG6A96m4.jpg,1999-10-29,Being John Malkovich,False,7.412,4545
False,/x7y8ezKtU1vRInk0dmbvDoKgJ8u.jpg,"[18, 35, 10749]",2898,en,As Good as It Gets,"Melvin Udall, a cranky, bigoted, obsessive-compulsive writer of romantic fiction, is rude to everyone he meets, including his gay neighbor, Simon. After Simon is brutally attacked and hospitalized, Melvin finds his life turned upside down when he has to look after Simon's dog. In addition, Carol, the only waitress at the local diner who will tolerate him, leaves work to care for her chronically ill son, making it impossible for Melvin to eat breakfast.",3.4806,/xXxuJPNUDZ0vjsAXca0O5p3leVB.jpg,1997-12-19,As Good as It Gets,False,7.397,3917
False,/dwN0kPGrLbFRxyL3F3J3t4ShQx.jpg,"[878, 28, 12]",18,fr,Le Cinquième Élément,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",9.8941,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,1997-05-02,The Fifth Element,False,7.557,11163
False,/fxXwBvym6DkqkO4AWn8OjwMfMc1.jpg,[35],9421,fr,Le Dîner de cons,"For Pierre Brochant and his friends, Wednesday is “Idiots' Day”. The idea is simple: each person has to bring along an idiot. The one who brings the most spectacular idiot wins the prize. Tonight, Brochant is ecstatic. He has found a gem. The ultimate idiot, “A world champion idiot!”. What Brochant doesn’t know is that Pignon is a real jinx, a past master in the art of bringing on catastrophes...",3.0285,/cv6neov6SMLjHytjiU0rgeugoPI.jpg,1998-04-15,The Dinner Game,False,7.764,1981
False,/6a6AK1pANcl64BYeDA58HKqgzji.jpg,"[80, 18, 53]",9366,en,Donnie Brasco,An FBI undercover agent infiltrates the mob and identifies more with the mafia life at the expense of his regular one.,3.7815,/xtKLvpOfARi1XVm8u2FTdhY5Piq.jpg,1997-02-27,Donnie Brasco,False,7.538,4622
False,/2NU8w8djgX6SzLrg7rN6yMXWAzC.jpg,[18],7863,en,Shine,"Pianist David Helfgott, driven by his father and teachers, has a breakdown. Years later he returns to the piano, to popular if not critical acclaim.",1.7334,/cbmThowj2XAW7lKlMAXmnhZvjGI.jpg,1996-08-15,Shine,False,7.372,676
False,/a4f6y7gbMmMLrwzJZrwmcNmEBM1.jpg,"[80, 18, 9648, 53]",1592,en,Primal Fear,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",7.1039,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,1996-03-06,Primal Fear,False,7.658,3601
False,,"[18, 10770]",1108022,de,Hamlet,,1.1673,/A4BgGPUAIKI9bWNOn5YzoVXcvXV.jpg,2020-05-02,Hamlet,False,0.0,0
False,/tcMVpjdEpsXrbPtVrSmh4uDBSiy.jpg,"[18, 10751, 14]",19101,en,A Little Princess,"When her father enlists to fight for the British in WWI, young Sara Crewe goes to New York to attend the same boarding school her late mother attended. She soon clashes with the severe headmistress, Miss Minchin, who attempts to stifle Sara's creativity and sense of self-worth.",2.5635,/9V4bAVEskSNbEqjVI0YmeuB0n8I.jpg,1995-05-10,A Little Princess,False,7.6,1001
False,/9pKwSbMk7W8WR5d4oAVog3dWNg0.jpg,"[28, 10749, 80]",11220,cn,墮落天使,"An assassin goes through obstacles as he attempts to escape his violent lifestyle despite the opposition of his partner, who is secretly attracted to him.",4.2807,/yyM9BPdwttK5LKZSLvHae7QPKo1.jpg,1995-09-06,Fallen Angels,False,7.7,1167
False,/32pvxFiXNo2TdNpBiuHN8k2Mr4K.jpg,"[35, 18, 10749]",11010,it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,1.2774,/cUaCpjVDefYShKyLmkcDsiPaBHn.jpg,1994-04-07,The Postman,False,7.929,1168
False,/sjfbZVKRGh84lNxhqvuhdvovh18.jpg,[35],2292,en,Clerks,"Convenience and video store clerks Dante and Randal are sharp-witted, potty-mouthed and bored out of their minds. So in between needling customers, the counter jockeys play hockey on the roof, visit a funeral home and deal with their love lives.",1.9948,/9IiSgiq4h4siTIS9H3o4nZ3h5L9.jpg,1994-10-19,Clerks,False,7.389,2607
False,/j44XhCxpLTi8WnrX52H83Z86ovG.jpg,"[18, 35]",695,en,Short Cuts,"Many loosely connected characters cross paths in this film, based on the stories of Raymond Carver. Waitress Doreen Piggot accidentally runs into a boy with her car. Soon after walking away, the child lapses into a coma. While at the hospital, the boy's grandfather tells his son, Howard, about his past affairs. Meanwhile, a baker starts harassing the family when they fail to pick up the boy's birthday cake.",2.4813,/mbNTvbtWfV4soyErimDTdX67OAr.jpg,1993-10-01,Short Cuts,False,7.212,631
False,/mE2TjYsnqdWxPt45kIElw3az4O9.jpg,[18],9800,en,Philadelphia,Two competing lawyers join forces to sue a prestigious law firm for AIDS discrimination. As their unlikely friendship develops their courage overcomes the prejudice and corruption of their powerful adversaries.,4.2016,/tFe5Yoo5zT495okA49bq1vPPkiV.jpg,1993-12-22,Philadelphia,False,7.717,4405
False,/kLVWvnUdqQ07WjbAYGpmiD2ZFQa.jpg,"[10402, 35, 10751, 14, 18]",10437,en,The Muppet Christmas Carol,"A retelling of the classic Dickens tale of Ebenezer Scrooge, miser extraordinaire. He is held accountable for his dastardly ways during night-time visitations by the Ghosts of Christmas Past, Present and Future.",2.5703,/ssrV29QSVVJuemBHho0Qx7pFYak.jpg,1992-12-11,The Muppet Christmas Carol,False,7.425,1067
False,/42mSR48e4h6Zp5BkTUyWPYsAA1X.jpg,"[18, 36]",1883,en,Malcolm X,"A tribute to the controversial black activist and leader of the struggle for black liberation. He hit bottom during his imprisonment in the '50s, he became a Black Muslim and then a leader in the Nation of Islam. His assassination in 1965 left a legacy of self-determination and racial pride.",4.2553,/o2s9ow0uRRm1BcF3teznk5twd90.jpg,1992-11-18,Malcolm X,False,7.541,1764
False,/mhpDSuNyHPMsccI7zISEaskTgOQ.jpg,"[28, 36, 10749, 10752]",9361,en,The Last of the Mohicans,"In war-torn colonial America, in the midst of a bloody battle between British, the French and Native American allies, the aristocratic daughter of a British Colonel and her party are captured by a group of Huron warriors. Fortunately, a group of three Mohican trappers comes to their rescue.",4.8559,/qzJMPWRtZveBkxXOv3ucWhoJuyj.jpg,1992-08-26,The Last of the Mohicans,False,7.385,3231
False,/qukaw3P4MOFNdxjhNpClhT9unr8.jpg,"[80, 18, 9648]",9504,en,Glengarry Glen Ross,"Times are tough at Premiere Properties. Shelley ""the machine"" Levene and Dave Moss are veteran salesmen, but only Ricky Roma is on a hot streak. The new Glengarry sales leads could turn everything around, but the front office is holding them back until these ""losers"" prove themselves. Then someone decides to take matters into his own hands, stealing the Glengarry leads and leaving everyone wondering who did it.",1.7674,/nGZCeCfNseq1ee3cJLBp0rH0djT.jpg,1992-09-10,Glengarry Glen Ross,False,7.342,1481
False,/H40nWdJngUc6gtytMAbElm9HOu.jpg,[18],881,en,A Few Good Men,"When cocky military lawyer Lt. Daniel Kaffee and his co-counsel, Lt. Cmdr. JoAnne Galloway, are assigned to a murder case, they uncover a hazing ritual that could implicate high-ranking officials such as shady Col. Nathan Jessep.",5.8848,/rLOk4z9zL1tTukIYV56P94aZXKk.jpg,1992-12-11,A Few Good Men,False,7.546,3862
False,/tBwvs25TZx7fJ9E2l4DyZ46dJFF.jpg,"[10751, 35, 16, 12]",11621,ja,紅の豚,"In Italy in the 1930s, sky pirates in biplanes terrorize wealthy cruise ships as they sail the Adriatic Sea. The only pilot brave enough to stop the scourge is the mysterious Porco Rosso, a former World War I flying ace who was somehow turned into a pig during the war. As he prepares to battle the pirate crew's American ace, Porco Rosso enlists the help of spunky girl mechanic Fio Piccolo and his longtime friend Madame Gina.",4.7968,/8mIvSvnVBApfORL9N6S38Q7wD6A.jpg,1992-07-18,Porco Rosso,False,7.799,3481
False,/ApnB7gY4MrWoPqIw17lEMp1mXJD.jpg,"[18, 35]",1633,en,Fried Green Tomatoes,"Amidst her own personality crisis, a southern housewife meets an outgoing old woman who tells her the story of Idgie Threadgoode and Ruth Jamison, two young women who experienced hardships and love in 1920s Whistle Stop, Alabama.",4.9681,/g71l1vbJwyAAYk8zKCkIQQ58qcb.jpg,1991-12-27,Fried Green Tomatoes,False,7.699,1400
False,/eOn6EtViFLxXAmPPjJR861Dx4PX.jpg,"[35, 18, 53]",290,en,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,2.353,/oDkp5iClJ9WKJGtKHz8BydodHC3.jpg,1991-08-01,Barton Fink,False,7.5,1758
False,/cEsnLkTCJ4jh9Oym7nPAPGnOMm3.jpg,"[18, 53, 80]",379,en,Miller's Crossing,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman.",3.109,/ab3pnsTKp3BgcAFy0FgWBFBg9FL.jpg,1990-09-21,Miller's Crossing,False,7.458,1735
False,/jIrdfersZeOLGf6sgYWDuOaJ09v.jpg,"[14, 16, 35, 80]",856,en,Who Framed Roger Rabbit,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",5.244,/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,1988-06-22,Who Framed Roger Rabbit,False,7.533,5920
False,/pTKFWLYVuS1vlWq9pLgLj22OOWw.jpg,"[53, 9648]",8740,nl,Spoorloos,"Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.",1.5956,/eE5bbuRJluooG2MjEAsLEYyuJoa.jpg,1988-10-27,The Vanishing,False,7.464,711
False,/bOgKCymrdPHPHozhRBNr9XhVD87.jpg,"[35, 18]",13446,en,Withnail & I,"Two out-of-work actors -- the anxious, luckless Marwood and his acerbic, alcoholic friend, Withnail -- spend their days drifting between their squalid flat, the unemployment office and the pub. When they take a holiday ""by mistake"" at the country house of Withnail's flamboyantly gay uncle, Monty, they encounter the unpleasant side of the English countryside: tedium, terrifying locals and torrential rain.",1.2514,/i18cIp8A10A2JgByrfA9oIC9299.jpg,1987-06-19,Withnail & I,False,7.268,583
False,/mTw4n5MYQMftHuGsSmBrgMu7C1H.jpg,"[18, 36]",746,en,The Last Emperor,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",3.021,/7TILJhdeJAaEyDiwvJZMo9SQBoe.jpg,1987-10-04,The Last Emperor,False,7.598,1782
False,/9wLetxZRpBtq3kyaNwBhWPAapUe.jpg,"[18, 36, 10752]",10110,en,Empire of the Sun,"Jamie Graham, a privileged English boy, is living in Shanghai when the Japanese invade and force all foreigners into prison camps. Jamie is captured with an American sailor, who looks out for him while they are in the camp together. Even though he is separated from his parents and in a hostile environment, Jamie maintains his dignity and youthful spirit, providing a beacon of hope for the others held captive with him.",2.8342,/gEaCzjwHoPgyQFcwHql7o5YLHAU.jpg,1987-12-09,Empire of the Sun,False,7.509,2012
False,/z4dyCC1hvUw3SIYkgqKVaMjdiSk.jpg,"[99, 10770]",776669,de,Die Abtei des Verbrechens - Umberto Ecos „Der Name der Rose“ wird verfilmt,"A German TV documentary that chronicles the daily rehearsals, the filming and all the behind the scenes of Jean-Jacques Annaud's classic ""The Name of the Rose"". From actors perspectives to the ideas used by the director to produce an impeccable international epic adaptation of Umberto Eco's best selling novel, the film presents the obstacles behind the creation of a production of such large scale and also the making of the many difficult scenes, most of the ones presented here are the characters' murders inside the mysterious abbey.",0.4979,,1986-10-11,The Abbey of Crime: Umberto Eco's 'The Name of the Rose',False,6.5,4
False,/12UiL2rS5M80AhS9uiZ633iy4pB.jpg,"[9648, 53, 80, 18]",793,en,Blue Velvet,"The discovery of a severed human ear found in a field leads a young man on an investigation related to a beautiful, mysterious nightclub singer and a group of psychopathic criminals who have kidnapped her child.",4.7857,/7hlgzJXLgyECS1mk3LSN3E72l5N.jpg,1986-09-19,Blue Velvet,False,7.606,3557
False,/3wwMtp2F7CgmOl2EX9q1r2yjOEk.jpg,"[14, 35, 10749]",10849,en,The Purple Rose of Cairo,"Cecilia is a waitress in New Jersey, living a dreary life during the Great Depression. Her only escape from her mundane reality is the movie theatre. After losing her job, Cecilia goes to see 'The Purple Rose of Cairo' in hopes of raising her spirits, where she watches dashing archaeologist Tom Baxter time and again.",2.6357,/ccsint43E44B7NGceEhVimD93Yt.jpg,1985-03-01,The Purple Rose of Cairo,False,7.4,1081
False,,[],1294344,en,After Hours,"Two transwomen chance encounter in the club bathroom, one at the end of her rope, one at the end of her break working at the bar.",0.2998,/vmtUeh07CCbeBVoo6Ue0sMVwxak.jpg,2024-06-24,After Hours,False,0.0,0
False,/lVs1eNZAasBUdHC9FpRQQFKr5o8.jpg,"[9648, 80]",35123,en,The Verdict,"After an innocent man is executed in a case he was responsible for, a Scotland Yard superintendent finds himself investigating the murder of his key witness.",1.14,/mBaLOlfTOd71p9cJnaAMeK5NFcL.jpg,1946-11-23,The Verdict,False,6.567,45
False,/oCC3rSccbJV9bxMDRedtqI6pnla.jpg,[35],11030,en,Zelig,"Fictional documentary about the life of human chameleon Leonard Zelig, a man who becomes a celebrity in the 1920s due to his ability to look and act like whoever is around him. Clever editing places Zelig in real newsreel footage of Woodrow Wilson, Babe Ruth, and others.",1.1994,/bfs67JaV4B5xVBvtXd3O4R7nk9G.jpg,1983-07-15,Zelig,False,7.429,885
False,/oXs8kp1oX5N0Mte6U8UUAwmLwt6.jpg,"[28, 12, 878, 53]",154,en,Star Trek II: The Wrath of Khan,"The starship Enterprise and its crew is pulled back into action when old nemesis, Khan, steals a top secret device called Project Genesis.",2.2449,/uPyLsKl8Z0LOoxeaFXsY5MxhR5s.jpg,1982-06-04,Star Trek II: The Wrath of Khan,False,7.447,2006
False,/hCxxOJojCUFyuahDx167glJgp7E.jpg,"[28, 12, 53, 10752]",1368,en,First Blood,"When former Green Beret John Rambo is harassed by local law enforcement and arrested for vagrancy, he is forced to flee into the mountains and wage an escalating one-man war against his pursuers.",7.6963,/a9sa6ERZCpplbPEO7OMWE763CLD.jpg,1982-10-22,First Blood,False,7.495,6546
False,,[99],721945,en,Ordinary People,"Far right and anti-immigration politics have been on the rise worldwide. In Australia, as in many other western countries, as Ordinary People was filming, a new political force began drawing on the discontent of those who felt excluded from the promised benefits of globalisation. This revealing documentary follows One Nation candidate Colene Hughes over two years and two elections as her idealistic fervour slowly turns to disillusionment. Initially for Colene and her supporters, One Nation seems to offer true democracy and a way of knocking the country back into shape. But when Colene starts to question the control of party leaders, the gloves come off and, at the party’s annual general meeting, the two forces collide.",0.255,/uvgJx1590X2DCsw0gNOgkWHQUzP.jpg,2002-03-14,Ordinary People,False,8.5,1
False,/lz6Cy1JgOR72AilU2ghDvLKbgqT.jpg,[35],813,en,Airplane!,An ex-fighter pilot forced to take over the controls of an airliner when the flight crew succumbs to food poisoning.,7.2307,/7Q3efxd3AF1vQjlSxnlerSA7RzN.jpg,1980-06-27,Airplane!,False,7.307,4753
False,/fCf8WfsRJEDFf1N6gA6o4ICRYp.jpg,"[16, 12, 35, 80]",15371,ja,ルパン三世 カリオストロの城,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",2.8497,/hSFdyWptoDHuXlFZGzIrfVell4Q.jpg,1979-07-06,Lupin the Third: The Castle of Cagliostro,False,7.513,1072
False,/aRka9neADW1M0Zf9lF8kW2jEgXe.jpg,"[27, 53]",948,en,Halloween,"Fifteen years after murdering his sister on Halloween Night 1963, Michael Myers escapes from a mental hospital and returns to the small town of Haddonfield, Illinois to kill again.",7.8302,/wijlZ3HaYMvlDTPqJoTCWKFkCPU.jpg,1978-10-24,Halloween,False,7.564,5866
False,,[35],1191801,fr,Le Locataire,,1.0056,/bJApJaxeHEA9fC8ebQZpbTuoDK9.jpg,2012-12-12,Le Locataire,False,0.0,0
False,/5TGFRIZkxj64Ee0lpANQsUb9YeO.jpg,"[80, 18, 10749]",75677,zh,李米的猜想,"When a mysterious death occurs, the lives of five unexpected strangers are suddenly intertwined together. A drug trafficking crime is unveiled, and through the twist and turns of the investigation, their stories unravel, and a bizarre connection is gradually discovered between them.",3.2521,/quTWFvkO0wjK4oJeG6GWQxpcZ4G.jpg,2008-09-18,The Equation of Love and Death,False,7.3,43
False,/s3cuXtBxw7os9iE0uXoazJWf9Lh.jpg,"[80, 53, 10770]",314370,en,The Taking of Pelham One Two Three,"In New York, armed men hijack a subway car and demand a ransom for the passengers. Even if it's paid, how could they get away?",1.2195,/akBizBjWNtflwja701E8eZqqFdi.jpg,1998-02-01,The Taking of Pelham One Two Three,False,5.088,17
False,/syUzOlwPqM8pGRhUxPOnmrcGcHb.jpg,"[37, 35]",11072,en,Blazing Saddles,"A town—where everyone seems to be named Johnson—stands in the way of the railroad. In order to grab their land, robber baron Hedley Lamarr sends his henchmen to make life in the town unbearable. After the sheriff is killed, the town demands a new sheriff from the Governor, so Hedley convinces him to send the town the first black sheriff in the west.",3.3694,/vNw1gOEDdYTDeNMuuq8OmiEHrfH.jpg,1974-02-07,Blazing Saddles,False,7.247,1966
False,/zvNMZl0l2qYq0x0ntq8sILiIpLw.jpg,"[80, 18]",9040,en,Serpico,New York cop Frank Serpico blows the whistle on the rampant corruption in the force only to have his comrades turn against him.,2.604,/pRagfd10PPWryFRSzLPIivfAXHJ.jpg,1973-12-18,Serpico,False,7.533,2051
False,/npLwIeUobjVCM4fLfdeLqQhAoey.jpg,[28],9461,en,Enter the Dragon,A martial artist agrees to spy on a reclusive crime lord using his invitation to a tournament there as cover.,4.4953,/fyrh2ULEcmLpGTVLPQqFW45hqr5.jpg,1973-08-17,Enter the Dragon,False,7.425,1979
False,/aaqbyTRo1bZB34ZdjeWyqnL0qz0.jpg,"[18, 12, 53]",10669,en,Deliverance,"Intent on seeing the Cahulawassee River before it's turned into one huge lake, outdoor fanatic Lewis Medlock takes his friends on a river-rafting trip they'll never forget into the dangerous American back-country.",2.8381,/2TrAzNJlHyNYYSkQf6asg3rs2Xr.jpg,1972-08-18,Deliverance,False,7.314,1695
False,/AsaW2VwcArvQmYjf2wsDjqWEn6f.jpg,"[28, 80, 53]",1051,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,3.2234,/5XSGvIKl2yPvOkieFjc3rzLw7x0.jpg,1971-10-09,The French Connection,False,7.497,1993
False,/mJjOZSaTTqG3an5MkkOX3x18lYX.jpg,"[28, 80, 53]",984,en,Dirty Harry,"When a madman dubbed 'Scorpio' terrorizes San Francisco, hard-nosed cop, Harry Callahan – famous for his take-no-prisoners approach to law enforcement – is tasked with hunting down the psychopath.",3.6839,/scl2JDHzYoIEs5xyYy5ITCfyY0G.jpg,1971-12-23,Dirty Harry,False,7.45,2579
False,/vzavBt9c6v4zBaGiwQDO21aNQG9.jpg,"[28, 12, 10752]",11046,en,Where Eagles Dare,"World War II is raging, and an American general has been captured and is being held hostage in the Schloss Adler, a Bavarian castle that's nearly impossible to breach. It's up to a group of skilled Allied soldiers to liberate the general before it's too late.",4.1993,/dnyiVS4Ad4w4rfS4Bm1YalEdonx.jpg,1968-12-04,Where Eagles Dare,False,7.515,924
False,/bvXUe1KBYOAl3Eh2jT6c1sQwmTf.jpg,[35],11356,en,The Odd Couple,"In New York, Felix, a neurotic news writer who just broke up with his wife, is urged by his chaotic friend Oscar, a sports journalist, to move in with him, but their lifestyles are as different as night and day are, so Felix's ideas about housekeeping soon begin to irritate Oscar.",1.5657,/d3dKPpzEi7WfgmoMnMwWyQnd2ja.jpg,1968-05-16,The Odd Couple,False,7.45,605
False,,"[10752, 28]",656160,en,The Dirty Dozen,The contemporary remake of the 1967 classic war pic.,0.7372,,,The Dirty Dozen,False,0.0,0
False,/4Zc7ja5d4eGTT0rpx1pOCVLiRgW.jpg,"[18, 10749]",649,fr,Belle de jour,"Beautiful young housewife Séverine Serizy cannot reconcile her masochistic fantasies with her everyday life alongside dutiful husband Pierre. When her lovestruck friend Henri mentions a secretive high-class brothel run by Madame Anais, Séverine begins to work there during the day under the name Belle de Jour. But when one of her clients grows possessive, she must try to go back to her normal life.",2.241,/iUAFECovwPA0cVV9bo4uNGLJSGL.jpg,1967-05-24,Belle de Jour,False,7.321,957
False,/ulO2vXHo8oTOdUWSEwWkGFhq3VL.jpg,"[18, 36]",874,en,A Man for All Seasons,"A depiction of the conflict between King Henry VIII of England and his Lord Chancellor, Sir Thomas More, who refuses to swear the Oath of Supremacy declaring Henry Supreme Head of the Church in England.",1.393,/wK0PqNYRAKKozQvi6M9e1HCH6LA.jpg,1966-12-13,A Man for All Seasons,False,7.334,458
False,/5rbPwIdEZTyLTkpAgvGdacgCr7T.jpg,"[18, 53, 27]",11481,en,Repulsion,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",2.0323,/dtyCKEPLqv9wxyVazL4b843vtUb.jpg,1965-06-01,Repulsion,False,7.41,1039
False,/41ZWAGMttCr74dq7sAeh44QSJTQ.jpg,"[28, 18, 36, 10752]",14433,en,Zulu,"In 1879, during the Anglo-Zulu War, man-of-the-people Lt. Chard and snooty Lt. Bromhead are in charge of defending the isolated and vastly outnumbered Natal outpost of Rorke's Drift from tribal hordes.",4.0068,/9V7tl1kIb67ZPRRNlUdy3JvqEiA.jpg,1964-01-22,Zulu,False,7.388,539
False,/mM4WeXqJd2tu1gCF5GYyAZf2Npl.jpg,"[12, 28, 53]",658,en,Goldfinger,"Special agent 007 comes face to face with one of the most notorious villains of all time, and now he must outwit and outgun the powerful tycoon to prevent him from cashing in on a devious scheme to raid Fort Knox -- and obliterate the world's economy.",5.313,/4CD9eftOlBcutoXak5C7L24X1Y2.jpg,1964-09-20,Goldfinger,False,7.355,3732
False,/il5zDHC5sGe3ZHLhVi3tNFZ9Tt5.jpg,"[27, 53]",571,en,The Birds,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,5.0942,/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,1963-03-28,The Birds,False,7.518,4257
False,/ntgpger7OwFNlEldxuvvFHDKzjW.jpg,"[18, 80, 53]",1598,en,Cape Fear,"Sam Bowden is a small-town corporate attorney. Max Cady is a tattooed, cigar-smoking, Bible-quoting, psychotic rapist. What do they have in common? 14 years ago, Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",4.7203,/meJZAAuVcjic2ipvbOPz5UlE4P9.jpg,1991-11-13,Cape Fear,False,7.255,3610
False,,"[35, 18]",155858,en,Peeping Tom,"A man peeping through a keyhole at an attractive young woman gets his comeuppance. This film, presumed lost, is often mistaken for Ferdinand Zecca's ""What Is Seen Through a Keyhole"" (1901).",0.0596,/tjuELEqkmHUwJ8mcLOWArjiDers.jpg,1897-05-31,Peeping Tom,False,5.4,8
False,/8GXri7UnwE7dVNfUAZVDn7Z8UBZ.jpg,"[12, 28, 37]",333484,en,The Magnificent Seven,"Looking to mine for gold, greedy industrialist Bartholomew Bogue seizes control of the Old West town of Rose Creek. With their lives in jeopardy, Emma Cullen and other desperate residents turn to bounty hunter Sam Chisolm for help. Chisolm recruits an eclectic group of gunslingers to take on Bogue and his ruthless henchmen. With a deadly showdown on the horizon, the seven mercenaries soon find themselves fighting for more than just money once the bullets start to fly.",14.8999,/ezcS78TIjgr85pVdaPDd2rSPVNs.jpg,2016-09-14,The Magnificent Seven,False,6.467,6125
